183,26,0,olives
184,26,1,bourbon
185,26,2,coke
186,26,3,turkey
187,26,4,ice_crea
188,26,5,apples
189,26,6,baguette
190,27,0,olives
191,27,1,bourbon
192,27,2,coke
193,27,3,turkey
194,27,4,ice_crea
195,27,5,soda
196,27,6,avocado
197,28,0,soda
198,28,1,olives
199,28,2,bourbon
200,28,3,cracker
201,28,4,heineken
202,28,5,artichok
203,28,6,peppers
204,29,0,olives
205,29,1,bourbon
206,29,2,coke
207,29,3,turkey
208,29,4,ice_crea
209,29,5,sardines
210,29,6,soda
211,30,0,olives
212,30,1,bourbon
213,30,2,coke
214,30,3,turkey
215,30,4,ice_crea
216,30,5,soda
217,30,6,ham
218,31,0,corned_b
219,31,1,peppers
220,31,2,bourbon
221,31,3,cracker
222,31,4,chicken
223,31,5,hering
224,31,6,coke
225,32,0,baguette
226,32,1,sardines
227,32,2,apples
228,32,3,peppers
229,32,4,avocado
230,32,5,corned_b
231,32,6,chicken
232,33,0,soda
233,33,1,olives
234,33,2,bourbon
235,33,3,cracker
236,33,4,heineken
237,33,5,bordeaux
238,33,6,ham
239,34,0,baguette
240,34,1,hering
241,34,2,avocado
242,34,3,artichok
243,34,4,heineken
244,34,5,bordeaux
245,34,6,soda
246,35,0,hering
247,35,1,corned_b
248,35,2,olives
249,35,3,ham
250,35,4,turkey
251,35,5,cracker
252,35,6,baguette
253,36,0,avocado
254,36,1,cracker
255,36,2,artichok
256,36,3,heineken
257,36,4,ham
258,36,5,corned_b
259,36,6,sardines
260,37,0,soda
261,37,1,olives
262,37,2,bourbon
263,37,3,cracker
264,37,4,heineken
265,37,5,apples
266,37,6,steak
267,38,0,baguette
268,38,1,hering
269,38,2,avocado
270,38,3,artichok
271,38,4,heineken
272,38,5,soda
273,38,6,ham
274,39,0,sardines
275,39,1,heineken
276,39,2,chicken
277,39,3,coke
278,39,4,ice_crea
279,39,5,artichok
280,39,6,steak
281,40,0,soda
282,40,1,olives
283,40,2,bourbon
284,40,3,cracker
285,40,4,heineken
286,40,5,artichok
287,40,6,coke
288,41,0,hering
289,41,1,corned_b
290,41,2,apples
291,41,3,olives
292,41,4,steak
293,41,5,baguette
294,41,6,chicken
295,42,0,sardines
296,42,1,heineken
297,42,2,chicken
298,42,3,coke
299,42,4,ice_crea
300,42,5,cracker
301,42,6,steak
302,43,0,soda
303,43,1,olives
304,43,2,bourbon
305,43,3,cracker
306,43,4,heineken
307,43,5,steak
308,43,6,hering
309,44,0,hering
310,44,1,corned_b
311,44,2,olives
312,44,3,ham
313,44,4,turkey
314,44,5,bourbon
315,44,6,heineken
316,45,0,corned_b
317,45,1,peppers
318,45,2,bourbon
319,45,3,cracker
320,45,4,chicken
321,45,5,ice_crea
322,45,6,ice_crea
323,46,0,baguette
324,46,1,sardines
325,46,2,apples
326,46,3,peppers
327,46,4,avocado
328,46,5,chicken
329,46,6,steak
330,47,0,baguette
331,47,1,soda
332,47,2,hering
333,47,3,cracker
334,47,4,heineken
335,47,5,sardines
336,47,6,artichok
337,48,0,corned_b
338,48,1,peppers
339,48,2,bourbon
340,48,3,cracker
341,48,4,chicken
342,48,5,turkey
343,48,6,ice_crea
344,49,0,avocado
345,49,1,cracker
346,49,2,artichok
347,49,3,heineken
348,49,4,ham
349,49,5,sardines
350,49,6,hering
351,50,0,soda
352,50,1,olives
353,50,2,bourbon
354,50,3,cracker
355,50,4,heineken
356,50,5,bordeaux
357,50,6,avocado
358,51,0,baguette
359,51,1,sardines
360,51,2,apples
361,51,3,peppers
362,51,4,avocado
363,51,5,turkey
364,51,6,ice_crea
365,52,0,baguette
366,52,1,soda
367,52,2,hering
368,52,3,cracker
369,52,4,heineken
370,52,5,olives
371,52,6,avocado
372,53,0,baguette
373,53,1,hering
374,53,2,avocado
375,53,3,artichok
376,53,4,heineken
377,53,5,corned_b
378,53,6,chicken
379,54,0,hering
380,54,1,corned_b
381,54,2,olives
382,54,3,ham
383,54,4,turkey
384,54,5,avocado
385,54,6,baguette
386,55,0,baguette
387,55,1,soda
388,55,2,hering
389,55,3,cracker
390,55,4,heineken
391,55,5,corned_b
392,55,6,ham
393,56,0,sardines
394,56,1,heineken
395,56,2,chicken
396,56,3,coke
397,56,4,ice_crea
398,56,5,olives
399,56,6,corned_b
400,57,0,baguette
401,57,1,soda
402,57,2,hering
403,57,3,cracker
404,57,4,heineken
405,57,5,avocado
406,57,6,avocado
407,58,0,soda
408,58,1,olives
409,58,2,bourbon
410,58,3,cracker
411,58,4,heineken
412,58,5,ham
413,58,6,peppers
414,59,0,corned_b
415,59,1,peppers
416,59,2,bourbon
417,59,3,cracker
418,59,4,chicken
419,59,5,steak
420,59,6,apples
421,60,0,baguette
422,60,1,soda
423,60,2,hering
424,60,3,cracker
425,60,4,heineken
426,60,5,artichok
427,60,6,chicken
428,61,0,avocado
429,61,1,cracker
430,61,2,artichok
431,61,3,heineken
432,61,4,ham
433,61,5,hering
434,61,6,steak
435,62,0,hering
436,62,1,corned_b
437,62,2,apples
438,62,3,olives
439,62,4,steak
440,62,5,ham
441,62,6,ice_crea
442,63,0,baguette
443,63,1,hering
444,63,2,avocado
445,63,3,artichok
446,63,4,heineken
447,63,5,steak
448,63,6,turkey
449,64,0,baguette
450,64,1,sardines
451,64,2,apples
452,64,3,peppers
453,64,4,avocado
454,64,5,bordeaux
455,64,6,cracker
456,65,0,baguette
457,65,1,soda
458,65,2,hering
459,65,3,cracker
460,65,4,heineken
461,65,5,chicken
462,65,6,corned_b
463,66,0,baguette
464,66,1,sardines
465,66,2,apples
466,66,3,peppers
467,66,4,avocado
468,66,5,cracker
469,66,6,bourbon
470,67,0,hering
471,67,1,corned_b
472,67,2,apples
473,67,3,olives
474,67,4,steak
475,67,5,coke
476,67,6,soda
477,68,0,olives
478,68,1,bourbon
479,68,2,coke
480,68,3,turkey
481,68,4,ice_crea
482,68,5,sardines
483,68,6,avocado
484,69,0,corned_b
485,69,1,peppers
486,69,2,bourbon
487,69,3,cracker
488,69,4,chicken
489,69,5,soda
490,69,6,ice_crea
491,70,0,baguette
492,70,1,sardines
493,70,2,apples
494,70,3,peppers
495,70,4,avocado
496,70,5,bourbon
497,70,6,bourbon
498,71,0,hering
499,71,1,corned_b
500,71,2,olives
501,71,3,ham
502,71,4,turkey
503,71,5,coke
504,71,6,apples
505,72,0,hering
506,72,1,corned_b
507,72,2,apples
508,72,3,olives
509,72,4,steak
510,72,5,soda
511,72,6,avocado
512,73,0,baguette
513,73,1,sardines
514,73,2,apples
515,73,3,peppers
516,73,4,avocado
517,73,5,turkey
518,73,6,soda
519,74,0,sardines
520,74,1,heineken
521,74,2,chicken
522,74,3,coke
523,74,4,ice_crea
524,74,5,avocado
525,74,6,baguette
526,75,0,corned_b
527,75,1,peppers
528,75,2,bourbon
529,75,3,cracker
530,75,4,chicken
531,75,5,apples
532,75,6,coke
533,76,0,hering
534,76,1,corned_b
535,76,2,olives
536,76,3,ham
537,76,4,turkey
538,76,5,peppers
539,76,6,cracker
540,77,0,olives
541,77,1,bourbon
542,77,2,coke
543,77,3,turkey
544,77,4,ice_crea
545,77,5,cracker
546,77,6,corned_b
547,78,0,baguette
548,78,1,hering
549,78,2,avocado
550,78,3,artichok
551,78,4,heineken
552,78,5,ham
553,78,6,apples
554,79,0,corned_b
555,79,1,peppers
556,79,2,bourbon
557,79,3,cracker
558,79,4,chicken
559,79,5,steak
560,79,6,turkey
561,80,0,avocado
562,80,1,cracker
563,80,2,artichok
564,80,3,heineken
565,80,4,ham
566,80,5,soda
567,80,6,steak
568,81,0,avocado
569,81,1,cracker
570,81,2,artichok
571,81,3,heineken
572,81,4,ham
573,81,5,corned_b
574,81,6,baguette
575,82,0,corned_b
576,82,1,peppers
577,82,2,bourbon
578,82,3,cracker
579,82,4,chicken
580,82,5,hering
581,82,6,apples
582,83,0,hering
583,83,1,corned_b
584,83,2,apples
585,83,3,olives
586,83,4,steak
587,83,5,coke
588,83,6,ham
589,84,0,avocado
590,84,1,cracker
591,84,2,artichok
592,84,3,heineken
593,84,4,ham
594,84,5,hering
595,84,6,soda
596,85,0,hering
597,85,1,corned_b
598,85,2,apples
599,85,3,olives
600,85,4,steak
601,85,5,baguette
602,85,6,turkey
603,86,0,hering
604,86,1,corned_b
605,86,2,olives
606,86,3,ham
607,86,4,turkey
608,86,5,chicken
609,86,6,coke
610,87,0,hering
611,87,1,corned_b
612,87,2,apples
613,87,3,olives
614,87,4,steak
615,87,5,coke
616,87,6,artichok
617,88,0,hering
618,88,1,corned_b
619,88,2,olives
620,88,3,ham
621,88,4,turkey
622,88,5,apples
623,88,6,ice_crea
624,89,0,avocado
625,89,1,cracker
626,89,2,artichok
627,89,3,heineken
628,89,4,ham
629,89,5,steak
630,89,6,olives
631,90,0,baguette
632,90,1,soda
633,90,2,hering
634,90,3,cracker
635,90,4,heineken
636,90,5,peppers
637,90,6,corned_b
638,91,0,baguette
639,91,1,hering
640,91,2,avocado
641,91,3,artichok
642,91,4,heineken
643,91,5,bordeaux
644,91,6,corned_b
645,92,0,baguette
646,92,1,soda
647,92,2,hering
648,92,3,cracker
649,92,4,heineken
650,92,5,ice_crea
651,92,6,chicken
652,93,0,soda
653,93,1,olives
654,93,2,bourbon
655,93,3,cracker
656,93,4,heineken
657,93,5,apples
658,93,6,corned_b
659,94,0,corned_b
660,94,1,peppers
661,94,2,bourbon
662,94,3,cracker
663,94,4,chicken
664,94,5,apples
665,94,6,coke
666,95,0,hering
667,95,1,corned_b
668,95,2,olives
669,95,3,ham
670,95,4,turkey
671,95,5,ice_crea
672,95,6,artichok
673,96,0,sardines
674,96,1,heineken
675,96,2,chicken
676,96,3,coke
677,96,4,ice_crea
678,96,5,corned_b
679,96,6,corned_b
680,97,0,olives
681,97,1,bourbon
682,97,2,coke
683,97,3,turkey
684,97,4,ice_crea
685,97,5,heineken
686,97,6,soda
687,98,0,soda
688,98,1,olives
689,98,2,bourbon
690,98,3,cracker
691,98,4,heineken
692,98,5,steak
693,98,6,sardines
694,99,0,hering
695,99,1,corned_b
696,99,2,apples
697,99,3,olives
698,99,4,steak
699,99,5,peppers
700,99,6,baguette
701,100,0,baguette
702,100,1,sardines
703,100,2,apples
704,100,3,peppers
705,100,4,avocado
706,100,5,soda
707,100,6,coke
708,101,0,hering
709,101,1,corned_b
710,101,2,olives
711,101,3,ham
712,101,4,turkey
713,101,5,peppers
714,101,6,ice_crea
715,102,0,hering
716,102,1,corned_b
717,102,2,olives
718,102,3,ham
719,102,4,turkey
720,102,5,bourbon
721,102,6,bourbon
722,103,0,baguette
723,103,1,soda
724,103,2,hering
725,103,3,cracker
726,103,4,heineken
727,103,5,peppers
728,103,6,sardines
729,104,0,avocado
730,104,1,cracker
731,104,2,artichok
732,104,3,heineken
733,104,4,ham
734,104,5,corned_b
735,104,6,sardines
736,105,0,hering
737,105,1,corned_b
738,105,2,apples
739,105,3,olives
740,105,4,steak
741,105,5,baguette
742,105,6,ham
743,106,0,corned_b
744,106,1,peppers
745,106,2,bourbon
746,106,3,cracker
747,106,4,chicken
748,106,5,baguette
749,106,6,hering
750,107,0,sardines
751,107,1,heineken
752,107,2,chicken
753,107,3,coke
754,107,4,ice_crea
755,107,5,ham
756,107,6,corned_b
757,108,0,baguette
758,108,1,hering
759,108,2,avocado
760,108,3,artichok
761,108,4,heineken
762,108,5,ham
763,108,6,corned_b
764,109,0,soda
765,109,1,olives
766,109,2,bourbon
767,109,3,cracker
768,109,4,heineken
769,109,5,avocado
770,109,6,chicken
771,110,0,baguette
772,110,1,sardines
773,110,2,apples
774,110,3,peppers
775,110,4,avocado
776,110,5,heineken
777,110,6,hering
778,111,0,sardines
779,111,1,heineken
780,111,2,chicken
781,111,3,coke
782,111,4,ice_crea
783,111,5,bordeaux
784,111,6,olives
785,112,0,baguette
786,112,1,sardines
787,112,2,apples
788,112,3,peppers
789,112,4,avocado
790,112,5,chicken
791,112,6,turkey
792,113,0,sardines
793,113,1,heineken
794,113,2,chicken
795,113,3,coke
796,113,4,ice_crea
797,113,5,turkey
798,113,6,hering
799,114,0,olives
800,114,1,bourbon
801,114,2,coke
802,114,3,turkey
803,114,4,ice_crea
804,114,5,steak
805,114,6,heineken
806,115,0,soda
807,115,1,olives
808,115,2,bourbon
809,115,3,cracker
810,115,4,heineken
811,115,5,ham
812,115,6,avocado
813,116,0,hering
814,116,1,corned_b
815,116,2,olives
816,116,3,ham
817,116,4,turkey
818,116,5,bourbon
819,116,6,sardines
820,117,0,sardines
821,117,1,heineken
822,117,2,chicken
823,117,3,coke
824,117,4,ice_crea
825,117,5,apples
826,117,6,apples
827,118,0,olives
828,118,1,bourbon
829,118,2,coke
830,118,3,turkey
831,118,4,ice_crea
832,118,5,hering
833,118,6,ham
834,119,0,hering
835,119,1,corned_b
836,119,2,apples
837,119,3,olives
838,119,4,steak
839,119,5,chicken
840,119,6,ham
841,120,0,baguette
842,120,1,hering
843,120,2,avocado
844,120,3,artichok
845,120,4,heineken
846,120,5,chicken
847,120,6,cracker
848,121,0,baguette
849,121,1,sardines
850,121,2,apples
851,121,3,peppers
852,121,4,avocado
853,121,5,chicken
854,121,6,artichok
855,122,0,baguette
856,122,1,soda
857,122,2,hering
858,122,3,cracker
859,122,4,heineken
860,122,5,bourbon
861,122,6,peppers
862,123,0,soda
863,123,1,olives
864,123,2,bourbon
865,123,3,cracker
866,123,4,heineken
867,123,5,ice_crea
868,123,6,sardines
869,124,0,baguette
870,124,1,hering
871,124,2,avocado
872,124,3,artichok
873,124,4,heineken
874,124,5,soda
875,124,6,chicken
876,125,0,corned_b
877,125,1,peppers
878,125,2,bourbon
879,125,3,cracker
880,125,4,chicken
881,125,5,soda
882,125,6,ice_crea
883,126,0,hering
884,126,1,corned_b
885,126,2,olives
886,126,3,ham
887,126,4,turkey
888,126,5,cracker
889,126,6,steak
890,127,0,olives
891,127,1,bourbon
892,127,2,coke
893,127,3,turkey
894,127,4,ice_crea
895,127,5,peppers
896,127,6,chicken
897,128,0,soda
898,128,1,olives
899,128,2,bourbon
900,128,3,cracker
901,128,4,heineken
902,128,5,coke
903,128,6,chicken
904,129,0,olives
905,129,1,bourbon
906,129,2,coke
907,129,3,turkey
908,129,4,ice_crea
909,129,5,peppers
910,129,6,avocado
911,130,0,avocado
912,130,1,cracker
913,130,2,artichok
914,130,3,heineken
915,130,4,ham
916,130,5,chicken
917,130,6,corned_b
918,131,0,baguette
919,131,1,soda
920,131,2,hering
921,131,3,cracker
922,131,4,heineken
923,131,5,avocado
924,131,6,chicken
925,132,0,hering
926,132,1,corned_b
927,132,2,olives
928,132,3,ham
929,132,4,turkey
930,132,5,apples
931,132,6,steak
932,133,0,soda
933,133,1,olives
934,133,2,bourbon
935,133,3,cracker
936,133,4,heineken
937,133,5,ham
938,133,6,hering
939,134,0,baguette
940,134,1,hering
941,134,2,avocado
942,134,3,artichok
943,134,4,heineken
944,134,5,apples
945,134,6,turkey
946,135,0,sardines
947,135,1,heineken
948,135,2,chicken
949,135,3,coke
950,135,4,ice_crea
951,135,5,hering
952,135,6,peppers
953,136,0,olives
954,136,1,bourbon
955,136,2,coke
956,136,3,turkey
957,136,4,ice_crea
958,136,5,cracker
959,136,6,baguette
960,137,0,hering
961,137,1,corned_b
962,137,2,olives
963,137,3,ham
964,137,4,turkey
965,137,5,chicken
966,137,6,ice_crea
967,138,0,sardines
968,138,1,heineken
969,138,2,chicken
970,138,3,coke
971,138,4,ice_crea
972,138,5,turkey
973,138,6,ham
974,139,0,avocado
975,139,1,cracker
976,139,2,artichok
977,139,3,heineken
978,139,4,ham
979,139,5,chicken
980,139,6,corned_b
981,140,0,baguette
982,140,1,hering
983,140,2,avocado
984,140,3,artichok
985,140,4,heineken
986,140,5,chicken
987,140,6,peppers
988,141,0,soda
989,141,1,olives
990,141,2,bourbon
991,141,3,cracker
992,141,4,heineken
993,141,5,bordeaux
994,141,6,avocado
995,142,0,sardines
996,142,1,heineken
997,142,2,chicken
998,142,3,coke
999,142,4,ice_crea
1000,142,5,apples
1001,142,6,soda
1002,143,0,avocado
1003,143,1,cracker
1004,143,2,artichok
1005,143,3,heineken
1006,143,4,ham
1007,143,5,bordeaux
1008,143,6,coke
1009,144,0,baguette
1010,144,1,hering
1011,144,2,avocado
1012,144,3,artichok
1013,144,4,heineken
1014,144,5,bourbon
1015,144,6,apples
1016,145,0,hering
1017,145,1,corned_b
1018,145,2,olives
1019,145,3,ham
1020,145,4,turkey
1021,145,5,coke
1022,145,6,heineken
1023,146,0,avocado
1024,146,1,cracker
1025,146,2,artichok
1026,146,3,heineken
1027,146,4,ham
1028,146,5,olives
1029,146,6,chicken
1030,147,0,soda
1031,147,1,olives
1032,147,2,bourbon
1033,147,3,cracker
1034,147,4,heineken
1035,147,5,apples
1036,147,6,corned_b
1037,148,0,olives
1038,148,1,bourbon
1039,148,2,coke
1040,148,3,turkey
1041,148,4,ice_crea
1042,148,5,bordeaux
1043,148,6,soda
1044,149,0,avocado
1045,149,1,cracker
1046,149,2,artichok
1047,149,3,heineken
1048,149,4,ham
1049,149,5,steak
1050,149,6,chicken
1051,150,0,hering
1052,150,1,corned_b
1053,150,2,olives
1054,150,3,ham
1055,150,4,turkey
1056,150,5,soda
1057,150,6,cracker
1058,151,0,corned_b
1059,151,1,peppers
1060,151,2,bourbon
1061,151,3,cracker
1062,151,4,chicken
1063,151,5,steak
1064,151,6,apples
1065,152,0,baguette
1066,152,1,soda
1067,152,2,hering
1068,152,3,cracker
1069,152,4,heineken
1070,152,5,avocado
1071,152,6,turkey
1072,153,0,olives
1073,153,1,bourbon
1074,153,2,coke
1075,153,3,turkey
1076,153,4,ice_crea
1077,153,5,artichok
1078,153,6,apples
1079,154,0,baguette
1080,154,1,sardines
1081,154,2,apples
1082,154,3,peppers
1083,154,4,avocado
1084,154,5,steak
1085,154,6,turkey
1086,155,0,corned_b
1087,155,1,peppers
1088,155,2,bourbon
1089,155,3,cracker
1090,155,4,chicken
1091,155,5,sardines
1092,155,6,olives
1093,156,0,baguette
1094,156,1,hering
1095,156,2,avocado
1096,156,3,artichok
1097,156,4,heineken
1098,156,5,olives
1099,156,6,bourbon
1100,157,0,avocado
1101,157,1,cracker
1102,157,2,artichok
1103,157,3,heineken
1104,157,4,ham
1105,157,5,turkey
1106,157,6,ice_crea
1107,158,0,corned_b
1108,158,1,peppers
1109,158,2,bourbon
1110,158,3,cracker
1111,158,4,chicken
1112,158,5,hering
1113,158,6,sardines
1114,159,0,hering
1115,159,1,corned_b
1116,159,2,olives
1117,159,3,ham
1118,159,4,turkey
1119,159,5,artichok
1120,159,6,chicken
1121,160,0,hering
1122,160,1,corned_b
1123,160,2,apples
1124,160,3,olives
1125,160,4,steak
1126,160,5,peppers
1127,160,6,peppers
1128,161,0,baguette
1129,161,1,sardines
1130,161,2,apples
1131,161,3,peppers
1132,161,4,avocado
1133,161,5,olives
1134,161,6,artichok
1135,162,0,baguette
1136,162,1,hering
1137,162,2,avocado
1138,162,3,artichok
1139,162,4,heineken
1140,162,5,chicken
1141,162,6,bourbon
1142,163,0,baguette
1143,163,1,sardines
1144,163,2,apples
1145,163,3,peppers
1146,163,4,avocado
1147,163,5,ham
1148,163,6,coke
1149,164,0,sardines
1150,164,1,heineken
1151,164,2,chicken
1152,164,3,coke
1153,164,4,ice_crea
1154,164,5,bourbon
1155,164,6,avocado
1156,165,0,avocado
1157,165,1,cracker
1158,165,2,artichok
1159,165,3,heineken
1160,165,4,ham
1161,165,5,bordeaux
1162,165,6,chicken
1163,166,0,hering
1164,166,1,corned_b
1165,166,2,olives
1166,166,3,ham
1167,166,4,turkey
1168,166,5,soda
1169,166,6,peppers
1170,167,0,corned_b
1171,167,1,peppers
1172,167,2,bourbon
1173,167,3,cracker
1174,167,4,chicken
1175,167,5,hering
1176,167,6,soda
1177,168,0,hering
1178,168,1,corned_b
1179,168,2,olives
1180,168,3,ham
1181,168,4,turkey
1182,168,5,ice_crea
1183,168,6,sardines
1184,169,0,avocado
1185,169,1,cracker
1186,169,2,artichok
1187,169,3,heineken
1188,169,4,ham
1189,169,5,bourbon
1190,169,6,soda
1191,170,0,avocado
1192,170,1,cracker
1193,170,2,artichok
1194,170,3,heineken
1195,170,4,ham
1196,170,5,sardines
1197,170,6,peppers
1198,171,0,corned_b
1199,171,1,peppers
1200,171,2,bourbon
1201,171,3,cracker
1202,171,4,chicken
1203,171,5,heineken
1204,171,6,ham
1205,172,0,baguette
1206,172,1,hering
1207,172,2,avocado
1208,172,3,artichok
1209,172,4,heineken
1210,172,5,olives
1211,172,6,peppers
1212,173,0,soda
1213,173,1,olives
1214,173,2,bourbon
1215,173,3,cracker
1216,173,4,heineken
1217,173,5,corned_b
1218,173,6,baguette
1219,174,0,olives
1220,174,1,bourbon
1221,174,2,coke
1222,174,3,turkey
1223,174,4,ice_crea
1224,174,5,steak
1225,174,6,heineken
1226,175,0,baguette
1227,175,1,soda
1228,175,2,hering
1229,175,3,cracker
1230,175,4,heineken
1231,175,5,bourbon
1232,175,6,corned_b
1233,176,0,sardines
1234,176,1,heineken
1235,176,2,chicken
1236,176,3,coke
1237,176,4,ice_crea
1238,176,5,cracker
1239,176,6,ham
1240,177,0,hering
1241,177,1,corned_b
1242,177,2,apples
1243,177,3,olives
1244,177,4,steak
1245,177,5,avocado
1246,177,6,avocado
1247,178,0,corned_b
1248,178,1,peppers
1249,178,2,bourbon
1250,178,3,cracker
1251,178,4,chicken
1252,178,5,ham
1253,178,6,hering
1254,179,0,baguette
1255,179,1,soda
1256,179,2,hering
1257,179,3,cracker
1258,179,4,heineken
1259,179,5,olives
1260,179,6,ice_crea
1261,180,0,olives
1262,180,1,bourbon
1263,180,2,coke
1264,180,3,turkey
1265,180,4,ice_crea
1266,180,5,peppers
1267,180,6,steak
1268,181,0,hering
1269,181,1,corned_b
1270,181,2,apples
1271,181,3,olives
1272,181,4,steak
1273,181,5,bourbon
1274,181,6,heineken
1275,182,0,baguette
1276,182,1,sardines
1277,182,2,apples
1278,182,3,peppers
1279,182,4,avocado
1280,182,5,cracker
1281,182,6,olives
1282,183,0,corned_b
1283,183,1,peppers
1284,183,2,bourbon
1285,183,3,cracker
1286,183,4,chicken
1287,183,5,turkey
1288,183,6,apples
1289,184,0,avocado
1290,184,1,cracker
1291,184,2,artichok
1292,184,3,heineken
1293,184,4,ham
1294,184,5,steak
1295,184,6,soda
1296,185,0,hering
1297,185,1,corned_b
1298,185,2,olives
1299,185,3,ham
1300,185,4,turkey
1301,185,5,baguette
1302,185,6,heineken
1303,186,0,avocado
1304,186,1,cracker
1305,186,2,artichok
1306,186,3,heineken
1307,186,4,ham
1308,186,5,apples
1309,186,6,chicken
1310,187,0,baguette
1311,187,1,soda
1312,187,2,hering
1313,187,3,cracker
1314,187,4,heineken
1315,187,5,bordeaux
1316,187,6,coke
1317,188,0,sardines
1318,188,1,heineken
1319,188,2,chicken
1320,188,3,coke
1321,188,4,ice_crea
1322,188,5,hering
1323,188,6,bourbon
1324,189,0,sardines
1325,189,1,heineken
1326,189,2,chicken
1327,189,3,coke
1328,189,4,ice_crea
1329,189,5,hering
1330,189,6,apples
1331,190,0,olives
1332,190,1,bourbon
1333,190,2,coke
1334,190,3,turkey
1335,190,4,ice_crea
1336,190,5,cracker
1337,190,6,steak
1338,191,0,hering
1339,191,1,corned_b
1340,191,2,apples
1341,191,3,olives
1342,191,4,steak
1343,191,5,bourbon
1344,191,6,peppers
1345,192,0,avocado
1346,192,1,cracker
1347,192,2,artichok
1348,192,3,heineken
1349,192,4,ham
1350,192,5,bourbon
1351,192,6,hering
1352,193,0,baguette
1353,193,1,hering
1354,193,2,avocado
1355,193,3,artichok
1356,193,4,heineken
1357,193,5,bordeaux
1358,193,6,sardines
1359,194,0,olives
1360,194,1,bourbon
1361,194,2,coke
1362,194,3,turkey
1363,194,4,ice_crea
1364,194,5,bordeaux
1365,194,6,heineken
1366,195,0,hering
1367,195,1,corned_b
1368,195,2,olives
1369,195,3,ham
1370,195,4,turkey
1371,195,5,ice_crea
1372,195,6,soda
1373,196,0,hering
1374,196,1,corned_b
1375,196,2,apples
1376,196,3,olives
1377,196,4,steak
1378,196,5,heineken
1379,196,6,ham
1380,197,0,olives
1381,197,1,bourbon
1382,197,2,coke
1383,197,3,turkey
1384,197,4,ice_crea
